listing_id,id,date,reviewer_id,reviewer_name,comments,review_length,review_word_count,sentiment,Topic_Perc_Contrib,Dominant_Topic,Sub_Topic
15438110,236339422,2018-02-19,131726358,Sudath,enjoyed short  olga's place place exactly described listing much accessible public transport (bts) host available close responsive olga flexible requests early check-in late check-out  surely recommend olga's place folks looking homely accommodation long short s,262,35,0.1613636363636363,0.3519,Customer_Service,Host Interaction and Support
25264305,425329096,2019-03-18,218481839,Jason,dennis communication highest level send information know get place place perfect ing days he's talk giving information wanna know city trip thank hospitality dennis!,165,24,1.0,0.5435,Customer_Service,Responsiveness and Communication
20973350,344170211,2018-11-03,2129054,Brooke," place! and, excellent hosting hosts provided clear comprehension instructions aspects flat plenty necessary supplies upon arrival - dish soap, chilled drinking water, towels more hosts provided specific instructions guidance make age applicants electrical easy - guess work cute place comfortable",297,40,0.3231481481481482,0.3213,Customer_Service,Host Interaction and Support
52707695,826520517839618129,2023-02-14,476524254,명진,"숙소는크지만 어디 돌아다니기 힘들고 혼자 사용하면 무섭습니다,소음은 심한편입니다",44,8,0.0,0.2545,Customer_Service,Other
9080937,127633266,2017-01-19,58035849,Andre J,"one reasons chose suhail's apartment panoramic views disappointed entire apartment clean cooking  cutlery kitchen, although cooking e washing machine thoughtful suhail provide container washing power wash area most, all, items new care wake early,  able watch sunrise chao praya river (i think) in, memorable   suhail again, whenever opportunity arises host, suhail prompt responses get impatient repeatedly contact either directions help apartment",448,61,0.1553030303030303,0.3231,Customer_Service,Host Interaction and Support
20905969,483940046,2019-07-08,114273721,あす美," experience , short trip , experiences, pool, little blocks kids, hospitality, quick responses made comfortable memorable thank ed!!",132,18,0.2654166666666667,0.363,Customer_Service,General Service Quality
20285860,258908042,2018-04-30,127970438,Kanda Bin,mr sutatt  host,15,3,0.0,0.6194,Customer_Service,Host Interaction and Support
19134670,162685288,2017-06-22,121778522,Haruna,host  thanks much picking  up,29,5,0.2,0.4491,Customer_Service,Host Interaction and Support
33414085,557003570,2019-10-31,70246872,Stephanie,"immaculate  location basic amenities - shampoos, etc, provided sick rooftop pool easy self check-in process hosts easy communicate with",135,19,0.0380952380952381,0.556,Customer_Service,Host Interaction and Support
858580571919322694,933783128763895882,2023-07-12,20855792,Juliana,"everything ! check-in till check-out, alfred fast responding enquiries even prepared iron board requested place walking distance nana bts although full bars downstairs, won’t hear noises you’re apartment recommend others  don’t mind ing again thank alfred accommodating!",270,37,0.31875,0.4207,Customer_Service,Check-in/Check-out Process
893292085990996812,977179713182256733,2023-09-10,258800254,Althea,peng helpful whole process first time thailand helpful recommendations city surrounding areas responsive comforting especially visiting new country! 100%  airbnb,161,20,0.1551136363636363,0.4063,Customer_Service,Host Interaction and Support
28975401,809870107664603780,2023-01-22,37103817,Ziv,"friendly kindly host, awesome~~",31,4,0.6583333333333333,0.4493,Customer_Service,Host Interaction and Support
7537579,89996604,2016-07-30,78633055,Joel,nui extremely helpful  host contact several times arrival make sure everything fine knew get there,98,15,0.1979166666666666,0.6416,Customer_Service,Host Interaction and Support
841973103339162315,967800070284040009,2023-08-28,137031170,Ray,"장점 1너무 깨끗하다 (한달 살았는데 체크인 2주후 무료로 청소해줌) 2전기세 물세를 모두 포함 가벼운 차,커피 ,믹서기,샴푸,바디샤워 , 스팀다리미까지 모든 게 다 있어서 아주 편리했다 3필요할때마다 바로 연락이 됨 4콘도 바로앞이 mrt 역이고 d동이 안쪽인데무료셔틀이 mrt역까지 자주 운행되 5대형콘도라 10개이상의 카페, 코인세탁기,음식점이 콘도내에 있어 너무 편리함 6mrt역 바로 옆 로컬 시장이 있는데 너무 저렴하고 신선해서 매일 편하게 장을 볼수 있다 단점 1시내에서 거리가 좀 있다mrt bangson이라 블루라인에서 한번 갈아타야하는데 좀 번거로웠다 시내로 자주 나가는 사람에겐 추천하지 않는다 그외에는 모든게 만족",355,79,0.0,0.7346,Customer_Service,Other
16460361,274771192,2018-06-10,186709651,Kwun Chung,"host  reply fast since arrived much earlier, host allow  check first room clean , insect think unavoidable problem room ground floor overall  experience it",155,24,0.1633333333333333,0.5825,Customer_Service,Host Interaction and Support
14544859,927287352425488534,2023-07-03,86410812,Eulisses,"loved  bangkok! host accurate descriptions  extremely helpful able respond quickly questions, regardless simple complicated questions  be  come back!",149,18,0.1854166666666666,0.5096,Customer_Service,Host Interaction and Support
12906923,131422990,2017-02-12,21431700,David,host canceled reservation 14 days arrival automated posting,59,8,0.0,0.8927,Customer_Service,Host Interaction and Support
6489423,81138902,2016-06-21,48635023,Carlyle,"bee's little condo oasis btling city bangkok perfect needs exceeded expectations affordable listing another airbnb host cancelled reservation upon arrival bee able accommodate  immediately--such lifesaver! father met complex patient gracio host clearly eager help way possible, making sure comfortable everything needed; even taking time make recommendations trip ly appreciated unit modern  kept looks like photos!  gladly  ever make return trip bangkok",454,61,0.2806818181818182,0.558,Customer_Service,Host Interaction and Support
16358094,777214433825326100,2022-12-08,253991212,Benson,"third  therchai said all - provide  advice public transport especially arrive dmk airport mid night - warm hoe keeper provide necessary - flexible host accommodate needs - responsive host, reply almost instantly - finally, rate, hard get similar asok area",255,40,0.0342592592592592,0.5109,Customer_Service,Host Interaction and Support
16784212,344654032,2018-11-04,218526652,Tomoko,"thank much warm hospitality  |  time bkk help guesthoe lady friendly helpful introduced places visit, told get there, gave ochures info helpful maps detailed info airport guesthoe sent advance helped lot ed time got taxi room clean, tidy comfortable, interior :) thank much again! appreciate it",294,46,0.4364583333333333,0.3508,Customer_Service,Host Interaction and Support
39766295,744231934,2021-04-01,53022945,Gabriel,"thanks! return  place, sure",27,4,0.375,0.3762,Customer_Service,Other
787678073137687208,839589505677006079,2023-03-04,199769156,Tou, responsive host! place clean! host accommodating friendly!,59,7,0.4635416666666667,0.6072,Customer_Service,Host Interaction and Support
16422207,130876991,2017-02-08,92704718,扬,"kallayawat kind host,she boyfriend friendly helpfulthe room clean tidy  experience!",83,10,0.5229166666666667,0.3934,Customer_Service,Host Interaction and Support
17408037,186560562,2017-08-25,25784869,Maja," location around famo clubs, restaurants bars jirayu friendly always gave quick response  experience!",101,13,0.3958333333333333,0.4108,Customer_Service,General Service Quality
23119335,485017468,2019-07-10,87317807,Inga," awesome  tony's place flight  early since booking day could check much earlier  appreciated gave  necessary information made check everything else  easy apartment  clean  pool awesome too! all, felt  welcome  come back time  recommend place :)",244,35,0.4,0.3716,Customer_Service,Responsiveness and Communication
23428790,793153801492795982,2022-12-30,21370217,Patrick,"propre, dans un quartier typique et vivant",42,7,0.0,0.4955,Customer_Service,Other
20446225,245376975,2018-03-22,168105010,Žanet,"vsechno na jednicku, skvele misto skvela hostitelka",51,7,0.0,0.2546,Customer_Service,Host Interaction and Support
609610737392957447,777198871448855618,2022-12-08,462810416,Jason,second  already everything still excellent here booked already next bangkok trip  host!,87,12,0.3333333333333333,0.601,Customer_Service,Host Interaction and Support
36716533,523163623,2019-09-03,114995814,玥琦,owner hoe able respond questions timely manner stalls street delicio,68,10,0.5,0.7501,Customer_Service,Other
31705322,571341781,2019-12-01,23999695,Karlo Victor, affordable place  sai incredible host explain  english,55,7,0.45,0.4931,Customer_Service,Host Interaction and Support
32884559,611171951286885767,2022-04-23,418517025,Frederic," apartment  building everything clean rooftop, swimming pool fitness center amazing 7-eleven right downstairs handy host responded quickly questions",148,18,0.3476190476190476,0.3836,Customer_Service,Host Interaction and Support
1026451,176472955,2017-07-31,136346253,Kyungbu,가쎵비만 있고 그 외에는 짤 모르겧다 깥은 똔을 쓴다먄 다른 꼿에 머물지 여끼로 다쒸 올 껏 같찐 안타,57,18,0.0,0.2546,Customer_Service,Other
38245661,743835849390265028,2022-10-23,71430236,Thi Thuy,"perfect place , hoe clean many lovely corners convenient connect lot places bangkok host friendly reply quickly strongly recommendation",135,19,0.5291666666666667,0.4361,Customer_Service,Host Interaction and Support
15752917,148981097,2017-05-02,20541608,Darien,"place new ,  equipped check check convenient anytime day",56,9,0.1363636363636363,0.3218,Customer_Service,Other
33814936,530003803656564957,2022-01-01,193586470,Phuong,"711 right downstairs, 12mins walk nut bts (you take bike 10bth - cheap) , everything cheap convenient around here, easy get center speak chinese communication easy host always reply message within 1-2 mins  👍🏻",209,34,0.2646258503401361,0.4275,Customer_Service,Host Interaction and Support
13777422,813398130715447832,2023-01-27,149613176,Karen,es bueno el lugar la piscina es perfecta! todo estuvo bien,58,11,0.0,0.2546,Customer_Service,Other
25431936,469115177,2019-06-14,56315736,Pablo,germoso lofar para hospedarse exelente anfitrion,48,6,0.0,0.2633,Customer_Service,Other
688104108021450391,883051011481207354,2023-05-03,17378884,Prince,"excellent  soi 11, sukhumvit hyde 11 condo host precise, point helpful check check instructuions place speckless clean  equipped highly recommended work leisure s! excellent host definitely return",196,27,0.4944444444444444,0.4014,Customer_Service,Host Interaction and Support
16967611,498617365,2019-07-30,247423283,Pascal,"tolle, saubere unterkunft mit freundlicher und hilfsbereiter gastgeberin",72,8,0.0,0.2543,Customer_Service,Other
20035548,352909370,2018-11-26,99216443,Amy,everything fine except bit far bt’s,35,6,0.2583333333333333,0.625,Customer_Service,Other
4054925,31483740,2015-05-05,17749560,Van,"chance meet host overall experience studio pleasant satisfying although staff speak english, helpful friendly time one disadvantage quite noisy , making bit difficult sleep :)",175,25,0.2297619047619047,0.3352,Customer_Service,Host Interaction and Support
4569633,169044122,2017-07-11,49597791,Christoph,wonderful hosting bangkok flat  located ari district peaceful got lot  coffes  friendly hosting heide!,102,14,0.4234375,0.4396,Customer_Service,Host Interaction and Support
30779533,403532376,2019-01-21,66317629,Michał," apartament wonderful view  pool host responsive helpful although arrived outside chechin time, arranged early check-in highly appreciated",138,17,0.325,0.3982,Customer_Service,Host Interaction and Support
15414691,239755580,2018-03-03,166509484,Lucy,"thank hong much hospitality replied mess quickly help communicate taxi driver way airport hoe friendly helpful  love place, comfortable living home first experience ing airbnb lucky hong- first host highly recommend hong's hoe  come back thailand",246,36,0.2387878787878788,0.3533,Customer_Service,Host Interaction and Support
19933225,329921149,2018-09-30,17186458,Philipp,host canceled reservation 11 days arrival automated posting,59,8,0.0,0.8927,Customer_Service,Host Interaction and Support
5165540,219603202,2017-12-18,66275871,Ella,"'we  enjoyed  purit's place bangkok! location central, building quiet felt safe secure checking easy process met purit iefly friendly helpful  appreciated sent address english thai (to show taxi drivers)  list tips recommendations there's   cafe called tazzina around corner  value western style eakfasts lovely owners",318,44,0.2757575757575757,0.3114,Customer_Service,Host Interaction and Support
19429477,318956118,2018-09-05,159078359,Stephen,"  accommodation  location note  host, second   hesitate  again",62,7,0.0,0.4262,Customer_Service,Host Interaction and Support
29909506,458346299,2019-05-26,24241340,소희,"방 사진 보고 너무 예뻐 바로 예약했습니다 매번 그랩 택시를 잡고 이동해서 위치에 대해서는 어떻다 이야기하기 그렇지만, 이곳저곳 가기 무난했어요 공간이 너무 예뻤고 조식도 크게 기대하지 않았지만 너무 성의있고 좋았어요 직원들이 친절해서 기분 좋은 여행을 할 수 있었습니다! 개인차가 있을 수 있지만 고민하고 계신다면 추천해요 :)",184,46,0.5,0.4887,Customer_Service,Other
10891357,154752773,2017-05-26,41415782,Adam,"easy check-in, close bts  ",26,4,0.4333333333333333,0.5579,Customer_Service,Check-in/Check-out Process
941025940190771562,962718678458741809,2023-08-21,527773475,Ngọc Ánh,"spot  near mrt station little bit far away tourist attractions hosts friendly supportive, allowed checkin early without paying fee guide apartment thanks much",158,23,0.1734375,0.4192,Customer_Service,Host Interaction and Support
53101816,833042942986631161,2023-02-23,66761572,Sara,cute place small host  responded quickly,40,6,0.1944444444444444,0.4227,Customer_Service,Host Interaction and Support
885462009404245438,910599199921694825,2023-06-10,276753329,Shah,host flexible responsive give early check possible  maid help full,66,10,0.15,0.6594,Customer_Service,Host Interaction and Support
32226194,437654469,2019-04-15,237087597,Sharina,excellent service! 😊😊,21,3,1.0,0.4146,Customer_Service,General Service Quality
20869092,220856073,2017-12-24,69535319,Michael,"awesome, flexible, convenient!   again",38,4,1.0,0.625,Customer_Service,Other
21900857,469593742,2019-06-15,224870008,Tanbir,amazing communication even let leave luggage 5 hours checking out!  beautiful views!,84,12,0.875,0.3937,Customer_Service,Other
42996297,973572652520862271,2023-09-05,50095383,Tony," place, excellent value, dalinporn always responded quickly loved    again thank you!",85,11,0.9375,0.465,Customer_Service,Other
29549261,406005037,2019-01-28,105178078,Snoopy, check freely,13,2,0.4,0.4233,Customer_Service,Other
796711306928215464,876467182158465950,2023-04-24,164639787,Atheedh,"place  clean host responsive complaints isn’t 7-eleven near here,  walk 10-15 minutes one  suggest new guests coming ing towels towels provided clean overall, liked place  come again",182,27,0.2616161616161616,0.3508,Customer_Service,Host Interaction and Support
614284651992923546,643785613563656297,2022-06-07,70269829,Soo,"max   host thanks alarm check in, could easy everything thank max :) everything  ",81,13,0.3777777777777777,0.4859,Customer_Service,Host Interaction and Support
1350390,459923204,2019-05-28,47960451,Cris,easy check in  location,23,4,0.4333333333333333,0.4922,Customer_Service,Other
716909992589772197,777944781862017491,2022-12-09,458764660,Andiaz,dope!! big,10,2,0.0,0.2545,Customer_Service,Other
45485860,781543768005380949,2022-12-14,7903848,Eliza,"location , follow instructions prin sent , it’s easy find prin always responsive send messages him home exactly photos see descriptions japanese restaurant taste quite  😊",170,26,0.2277777777777777,0.3728,Customer_Service,Responsiveness and Communication
22910495,540564048,2019-10-03,184376306,Pramod,host canceled reservation 6 days arrival automated posting,58,8,0.0,0.8927,Customer_Service,Host Interaction and Support
4857716,775800465798735166,2022-12-06,7472091,Lisa,friends enjoyed ! chatri sis friendly,37,6,0.5,0.3227,Customer_Service,Other
29890316,545290308,2019-10-12,11193764,Marsahid,"  place  big group near mrt station, near big c, lot amenities  interior design happy  5 days wonderful experience",114,18,0.3333333333333333,0.4134,Customer_Service,General Service Quality
19128399,248667059,2018-04-01,58772470,刘," landlord, give full explanation check",38,5,0.35,0.5414,Customer_Service,Other
39357342,594201331,2020-01-18,8884725,Elisabetta,"bella stanza pulita e spaziosa, ottima illuminazione, balconcino per fumare, senza ascensore",92,12,0.0,0.7668,Customer_Service,Other
21399698,231844932,2018-02-03,5548782,Geraldine,"space: convenient, clean comfortable perfect space enough  convenient  new building complaints all host: romain extremely helpful trip gave  tons eful information, tips recommendations easy get contact romain necessary  made sure check  periodically thank much hosting  hope  future!",283,37,0.2646694214876033,0.436,Customer_Service,Host Interaction and Support
25383281,550605620,2019-10-19,14972906,Tam, always,7,1,0.0,0.6233,Customer_Service,Other
26786113,415594550,2019-02-23,199213263,Nam,"위치는 정말 좋으나 처음에 찾아가기 조금 힘들었음 여러 방이 있으며 다른 사람들과 함께 쓰는 식이니 참고하시길, 특히 화장실은 공용임",74,19,0.0,0.2545,Customer_Service,Other
854082866992902641,956194255638653106,2023-08-12,119603417,유범,미미는 친절하고 응답이 빨랐어요 방도 좋았구요 하지만 건물 복도에 벌래들이 조금있었어요 나머진 다 괜찮습니다,60,14,0.0,0.2881,Customer_Service,Other
16777501,306668076,2018-08-13,101550994,Phuong,sabai  giving quick response needs place convenient term location amenities  recommend,86,11,0.3333333333333333,0.3864,Customer_Service,Other
4228023,221595152,2017-12-27,163139659,Mi Manney,place  family 6the hosts flexible accommodative requests near convenience store public transport,96,12,0.05,0.4836,Customer_Service,Host Interaction and Support
9344041,521460890,2019-09-01,202859452,J,위치는 좋았습니다 호스트와의 커뮤니케이션도 좋았구요 단지 아파트가 고속도로 옆이라 고요한 밤을 보낼수가 없었어요,62,13,0.0,0.2636,Customer_Service,Other
20308374,534733612,2019-09-23,108384466,Allan,"i’ve ed before, chose  again go bangkok times year, whenever possible, book place - get little disappointed it’s booked someone else already travel dates find another place definitely love unit, recent visit, even upgrades improvements 100%  future",248,37,-0.0729166666666666,0.3013,Customer_Service,Other
12825601,202149532,2017-10-10,146078144,Carrie," enjoyed  5 people group hoe perfectly fit  hoe  choice group 5-6 people like decration bight sightview apartment grant  host although didnt get meet him replied messages patienly promptly worried counld find place airport,but grant gave  address thai thats  helpful staff building friendly although speak little english two 7-11 street like 3 minutes walk; nana station near entrance street, convenient definitely  next time go bangkok",436,64,0.1696428571428571,0.4418,Customer_Service,Host Interaction and Support
15302872,164089539,2017-06-26,71017857,梦晗,  please! near mrt easy access every where! besides host friendly helpful since driver know exact address ~ host always ! come bangkok  here!,141,23,0.3518229166666666,0.4904,Customer_Service,Host Interaction and Support
9721858,68888473,2016-04-07,35890335,Sivapol,"welcome, fast reply  service",28,4,0.5,0.45,Customer_Service,Responsiveness and Communication
12345809,594685135,2020-01-19,100931583,Rowan,friendly host accommodating check late apartment clean  location featuring pool gym room spacio everything need,111,15,0.1472222222222222,0.3619,Customer_Service,Host Interaction and Support
20814207,527074707,2019-09-10,157519171,Lils,"4th time ing david’s condo david helpful, flight arrived bangkok early morning david let  checked-in earlier choose davids place whenever come bangkok location perfect! wifi super fast too!",189,28,0.3366666666666666,0.3677,Customer_Service,Host Interaction and Support
15068625,127643404,2017-01-19,26464724,Erica,overall ok,10,2,0.25,0.6199,Customer_Service,Other
31865825,941031624352006051,2023-07-22,60418900,Danny,"responsive host, able accommodate early check in apartment clean  maintained  definitely visit again",100,13,0.2416666666666666,0.4989,Customer_Service,Host Interaction and Support
21820248,943861109541827576,2023-07-26,273762544,Adiëlle,"na een tegenvaller een andere airbnb bangkok hebben wij twee weken een heerlijk verblijf gehad de condo van sunny! de plek zeer schoon en de omgeving rtig: een verademing vergelijking met de drukte van de stad het appartement heeft alles wat je nodig hebt: complete keuken, voldoende extra handdoeken, fantastische koffiemachine op nog geen 50 meter loopafstand (heel goede koffie voor een heel lage prijs!) het zwembad erg rtig en de werkruimte ideaal om je te concentreren een van de hoogtepunten het uitzicht op de tuin, waar regelmatig konden genieten van eekhoorns, varanen en verschillende vogels sunny een erg vriendelijke host, zeer behulpzaam en flexibel absoluut een super ervaring en een aanrader!",708,112,0.1722222222222222,0.5728,Customer_Service,Host Interaction and Support
856924944240104996,893117758540702228,2023-05-17,55381854,William, uncomfortable check cleaners back entry service liftseems super sketchy discomforting arrival snuck clearly eaking rules  always felt though something wrong fire alarm went left day early got stung missing key fine top sketchy carry on place decent pain arrival new big city creating extra stresses stick hotel get act together,328,50,0.0368686868686868,0.4108,Customer_Service,Check-in/Check-out Process
19653100,416724108,2019-02-25,33552185,Jinyue," hoe,  host, 5 5",16,4,0.0,0.6195,Customer_Service,Host Interaction and Support
53826921,519904750401407119,2021-12-18,19281760,Pumkinz'S,❤️❤️❤️ nest host kaaa always reply text fast informative helpful,64,10,0.2,0.7776,Customer_Service,Host Interaction and Support
20905715,937349446604707895,2023-07-17,87949490,Muhamad Aizuddin,host helpful ways place near public transportation grand mall,61,9,0.1999999999999999,0.3699,Customer_Service,Host Interaction and Support
17677853,238807921,2018-02-27,71723194,Carmelo,nach's apartment  condition clean close everything host responsive make check easy flexible definitely  nach's apartment again,126,16,0.2666666666666666,0.3666,Customer_Service,Host Interaction and Support
699135385002072337,933796788195863308,2023-07-12,41915963,Abdullah,"ed 9 nights july 2023 10 10 extremely recommended   again cleanliness: found place extremely clean checked in, feeling everything new hosts: extremely responsive dedicated group help queries  views apartment check smooth airport pick up many thanks",248,36,0.1932900432900433,0.4083,Customer_Service,Host Interaction and Support
17143061,220168225,2017-12-21,77820500,Lihua,"saranya’s hoe adorable easy locate google map check-in check-out straightforward saranya welcoming helpful host, ly booked taxi  go airport  highly recommend ppl go book hoe",173,25,0.3670833333333333,0.4706,Customer_Service,Host Interaction and Support
30200831,594485534,2020-01-18,281010410,楚天珊瑚,host canceled reservation 2 days arrival automated posting,58,8,0.0,0.8927,Customer_Service,Host Interaction and Support
24487114,485798299594282680,2021-11-01,181546602,Katherine Aprille,ormmie accommodating host easy communicate with :),50,7,0.4666666666666667,0.5789,Customer_Service,Host Interaction and Support
29403716,603990537,2020-02-10,84624737,Achie Ruth,"love placevery clean, cozy, convenient accessible means transportation even got experience boat ride going pratunam since minutes walk wittayu station since return flight late night, michelle even allowed   til 6pm able rest freshen going airport",246,35,0.2069444444444444,0.4409,Customer_Service,General Service Quality
21669858,361981320,2018-12-25,11494812,Cheryl,amazing amenities guest one night one could tell thought put comfortable ,73,11,0.5,0.4062,Customer_Service,Other
15696795,614115541,2020-03-04,4346789,Pasquale,"place allowed short term rent without government communications afeter booking host wiil tell say friends reception,but know game let feel like illigalin late time wait almost 30 minute wait one open door downstairs key last thing paid access swiming pool 't give get in wery bad experience",290,47,-0.1999999999999999,0.3741,Customer_Service,Host Interaction and Support
21177746,253013485,2018-04-13,63455522,Momoko,"mac  helpful thoughtful course,  handsome too!",46,6,0.5125,0.3573,Customer_Service,Host Interaction and Support
22996193,594235895,2020-01-18,227134063,소현,호스텔이 시암역 바로 옆 bts역 바로 앞이라서 위치가 아주좋습니다 직원분들도 친절하고 갱밍가 죵나 망아요 호스트분도 주변맛집까지 소개해주고 연락이 빠릅니다 방음이 잘안되고 주방은 공용입니다 그리고 세탁기는 50바트이고 절댕당식앋가욬 방에서 절대 음식 드시지마세요 그리고 낮에는 옆에 학교?가 있어 개씨끄럽찌먼 낮에는 일정이 있을테니 상관없을거같긴해요 진짜 위치만 보고 가시면 추천드립니다 수건도 자주 갈아주시고 갱밍바큉벌렉징옥 청소도 깨끗하게 해주십니다!,255,53,0.0,0.7405,Customer_Service,Other
17547593,339056273,2018-10-21,43784067,Timothy," value huge space! close nana bts host responsive, flexible, friendly",69,10,0.4375,0.4549,Customer_Service,Host Interaction and Support
33017923,701879198522817665,2022-08-26,221287910,Andy,"convenient location hoe cleaned every days checked early patanee helped sort out left, patanee prepare gift me  appreciate it thank much!",137,21,0.1166666666666666,0.3806,Customer_Service,Host Interaction and Support
20077669,514260237,2019-08-21,633957,John,"perfect ! listing actually entire condo unit -- shared anyone else, private home -located host responsive",105,16,0.3333333333333333,0.3573,Customer_Service,Host Interaction and Support
4228023,307217990,2018-08-14,135610016,Kalani,excellent hoe large group  location  areas socialising  amenities,65,8,0.6071428571428571,0.4444,Customer_Service,Other
609190368899652123,720661700857742385,2022-09-21,339794434,병욱,숙소 위치도 좋고 연락도빨라요,16,4,0.0,0.2545,Customer_Service,Other
796260792735327964,855462093960852481,2023-03-26,326856723,근준,역과 가까워서 매우맘에들었고 밤에는 이동하는게 조금은 어려웠어요,35,7,0.0,0.265,Customer_Service,Other
684998131629217841,714838828206382445,2022-09-13,84529,Alek,  overall check process cumbersome tv oke replacement ought  building,69,9,0.0,0.5415,Customer_Service,Check-in/Check-out Process
787678067166371505,979367446169541972,2023-09-13,10952475,Matthew,wonderful  beginning end trouble whenever question host happy answer provide help possible building staff helpful   location airport,132,17,0.4,0.4937,Customer_Service,Host Interaction and Support
4097834,619964985,2020-03-20,65479049,Michael,excellent clean apartment beautiful swimming pool mam welcoming answers questions  plan,87,11,0.7388888888888889,0.3355,Customer_Service,Other
5014309,292032845,2018-07-17,22306131,Mike,"overall  , close public transportation, 7-11 downstairs bathroom needs work host responsive helpful",99,13,0.0,0.4102,Customer_Service,Host Interaction and Support
11937960,127925270,2017-01-21,103887353,Gui,"owner friendly, fast response",29,4,0.2875,0.6501,Customer_Service,Other
31077175,435299448,2019-04-10,147181626,Sunmin,"공항근처라 소음이 좀 심하다는거 왜에는 빠른피드백, 새벽 무료픽업, 무료 조식,친절한 호스트들 공항드랍서비스 가능한시간이 한시간 뒤라 어찌해야하나 핸드폰 만지고있으니까 와서 도와주려고하고 택시까지 잡아주셨어요",116,22,0.0,0.2545,Customer_Service,Other
703323336354903345,723570555588475600,2022-09-25,157131934,Juan Martin,100% wonderful,14,2,1.0,0.619,Customer_Service,Other
5831396,311764754,2018-08-22,209390615,Jennica," experience, room clearly comfortable",37,4,0.4,0.45,Customer_Service,General Service Quality
22461215,351816153,2018-11-24,22103766,Whitney,place ! spacio  location one note help future travelers: ed address listed air bnb listing tell taxi driver go accurate make sure look air bnb messages book place exact address orranart wish  figured soonerwe wandered bit otherwise loved it easy check loved washer dryer since needing clean clothes!,299,48,0.4302083333333333,0.3016,Customer_Service,Host Interaction and Support
8549809,239284830,2018-03-01,40542146,Sazha Alexandra,"accommodating easy check check out! thank you,  definetly  again!",65,9,0.6770833333333335,0.5573,Customer_Service,Other
